1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.624454 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624456 cmd_parse_build_commands 0:0: send
1773899509.624457 cmd_parse_build_commands 0:1: -N
1773899509.624459 cmd_parse_build_commands 0:2: %%
1773899509.624461 args_parse_flags: next -N
1773899509.624463 args_parse_flag_argument: -N = %%
1773899509.624464 args_parse: flags end at 3 of 3
1773899509.624467 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624469 args_parse_flags: next -Np(repeat)
1773899509.624470 args_parse_flags: -N
1773899509.624472 args_parse_flag_argument: -p = (repeat)
1773899509.624473 args_parse_flags: next -I8
1773899509.624475 args_parse_flag_argument: -I = 8
1773899509.624476 args_parse: flags end at 3 of 4
1773899509.624479 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624483 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1773899509.624484 args_parse_flags: next -Tcopy-mode-vi
1773899509.624486 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624487 args_parse_flags: next 8
1773899509.624489 args_parse: flags end at 2 of 4
1773899509.624490 args_parse: 2 = 8 (type STRING)
1773899509.624494 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624499 cmd_parse_build_commands: bind-key -T copy-mode-vi 8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1773899509.624503 cmdq_get_command: [bind-key/0x55b5d87f35b0] group 2240
1773899509.624505 cmdq_append <global>: [bind-key/0x55b5d87f35b0]
1773899509.624507 yylex_token: end at WS
1773899509.624509 yylex_token: bind
1773899509.624511 yylex_token: end at WS
1773899509.624512 yylex_token: -Tcopy-mode-vi
1773899509.624513 yylex_token: end at WS
1773899509.624515 yylex_token: 9
1773899509.624516 yylex_token: end at WS
1773899509.624518 yylex_token: command-prompt
1773899509.624520 yylex_token: end at WS
1773899509.624521 yylex_token: -Np(repeat)
1773899509.624523 yylex_token: end at WS
1773899509.624524 yylex_token: -I9
1773899509.624526 yylex_token: end at WS
1773899509.624527 yylex_token: send
1773899509.624528 yylex_token: end at WS
1773899509.624530 yylex_token: -N
1773899509.624532 yylex_token: end at WS
1773899509.624533 yylex_token: %%
1773899509.624535 cmd_parse_build_commands 0:0: bind
1773899509.624537 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624538 cmd_parse_build_commands 0:2: 9
1773899509.624540 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624542 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624543 cmd_parse_build_commands 0:3 0:2: -I9
1773899509.624545 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624547 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624548 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624550 cmd_parse_build_commands 0:0: command-prompt
1773899509.624552 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624553 cmd_parse_build_commands 0:2: -I9
1773899509.624555 cmd_parse_build_commands 0:3 0:0: send
1773899509.624557 cmd_parse_build_commands 0:3 0:1: -N
1773899509.624558 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624560 cmd_parse_build_commands 0:0: send
1773899509.624561 cmd_parse_build_commands 0:1: -N
1773899509.624563 cmd_parse_build_commands 0:2: %%
1773899509.624565 args_parse_flags: next -N
1773899509.624567 args_parse_flag_argument: -N = %%
1773899509.624569 args_parse: flags end at 3 of 3
1773899509.624571 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624573 args_parse_flags: next -Np(repeat)
1773899509.624574 args_parse_flags: -N
1773899509.624576 args_parse_flag_argument: -p = (repeat)
1773899509.624577 args_parse_flags: next -I9
1773899509.624579 args_parse_flag_argument: -I = 9
1773899509.624580 args_parse: flags end at 3 of 4
1773899509.624582 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624586 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1773899509.624588 args_parse_flags: next -Tcopy-mode-vi
1773899509.624590 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624591 args_parse_flags: next 9
1773899509.624593 args_parse: flags end at 2 of 4
1773899509.624594 args_parse: 2 = 9 (type STRING)
1773899509.624598 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624603 cmd_parse_build_commands: bind-key -T copy-mode-vi 9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1773899509.624605 cmdq_get_command: [bind-key/0x55b5d87f4720] group 2252
1773899509.624607 cmdq_append <global>: [bind-key/0x55b5d87f4720]
1773899509.624611 yylex_token: end at WS
1773899509.624613 yylex_token: bind
1773899509.624615 yylex_token: end at WS
1773899509.624616 yylex_token: -Tcopy-mode-vi
1773899509.624617 yylex_token: end at WS
1773899509.624619 yylex_token: :
1773899509.624621 yylex_token: end at WS
1773899509.624622 yylex_token: command-prompt
1773899509.624624 yylex_token: end at WS
1773899509.624625 yylex_token: -p(goto line)
1773899509.624627 yylex_token: end at WS
1773899509.624628 yylex_token: send
1773899509.624629 yylex_token: end at WS
1773899509.624631 yylex_token: -X
1773899509.624633 yylex_token: end at WS
1773899509.624634 yylex_token: goto-line
1773899509.624635 yylex_token: end at WS
1773899509.624637 yylex_token: --
1773899509.624638 yylex_token: end at WS
1773899509.624640 yylex_token: %%
1773899509.624644 cmd_parse_build_commands 0:0: bind
1773899509.624646 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624647 cmd_parse_build_commands 0:2: :
1773899509.624649 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624651 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1773899509.624653 cmd_parse_build_commands 0:3 0:2 0:0: send
1773899509.624654 cmd_parse_build_commands 0:3 0:2 0:1: -X
1773899509.624656 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1773899509.624657 cmd_parse_build_commands 0:3 0:2 0:3: --
1773899509.624659 cmd_parse_build_commands 0:3 0:2 0:4: %%
1773899509.624661 cmd_parse_build_commands 0:0: command-prompt
1773899509.624663 cmd_parse_build_commands 0:1: -p(goto line)
1773899509.624664 cmd_parse_build_commands 0:2 0:0: send
1773899509.624666 cmd_parse_build_commands 0:2 0:1: -X
1773899509.624667 cmd_parse_build_commands 0:2 0:2: goto-line
1773899509.624669 cmd_parse_build_commands 0:2 0:3: --
1773899509.624670 cmd_parse_build_commands 0:2 0:4: %%
1773899509.624672 cmd_parse_build_commands 0:0: send
1773899509.624674 cmd_parse_build_commands 0:1: -X
1773899509.624675 cmd_parse_build_commands 0:2: goto-line
1773899509.624677 cmd_parse_build_commands 0:3: --
1773899509.624678 cmd_parse_build_commands 0:4: %%
1773899509.624681 args_parse_flags: next -X
1773899509.624682 args_parse_flags: -X
1773899509.624684 args_parse_flags: next goto-line
1773899509.624685 args_parse: flags end at 2 of 5
1773899509.624687 args_parse: 2 = goto-line (type STRING)
1773899509.624689 args_parse: 3 = -- (type STRING)
1773899509.624690 args_parse: 4 = %% (type STRING)
1773899509.624694 cmd_parse_build_commands: send-keys -X goto-line -- "%%"
1773899509.624696 args_parse_flags: next -p(goto line)
1773899509.624698 args_parse_flag_argument: -p = (goto line)
1773899509.624699 args_parse: flags end at 2 of 3
1773899509.624702 args_parse: 2 = send-keys -X goto-line -- "%%" (type COMMANDS)
1773899509.624707 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" }
1773899509.624708 args_parse_flags: next -Tcopy-mode-vi
1773899509.624710 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624711 args_parse_flags: next :
1773899509.624713 args_parse: flags end at 2 of 4
1773899509.624714 args_parse: 2 = : (type STRING)
1773899509.624718 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } (type COMMANDS)
1773899509.624724 cmd_parse_build_commands: bind-key -T copy-mode-vi : { command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } }
1773899509.624726 cmdq_get_command: [bind-key/0x55b5d87f52e0] group 2264
1773899509.624728 cmdq_append <global>: [bind-key/0x55b5d87f52e0]
1773899509.624732 yylex_token: end at WS
1773899509.624733 yylex_token: bind
1773899509.624735 yylex_token: end at WS
1773899509.624737 yylex_token: -Tcopy-mode-vi
1773899509.624738 yylex_token: end at WS
1773899509.624740 yylex_token: ;
1773899509.624741 yylex_token: end at WS
1773899509.624743 yylex_token: send
1773899509.624744 yylex_token: end at WS
1773899509.624746 yylex_token: -X
1773899509.624747 yylex_token: end at WS
1773899509.624749 yylex_token: jump-again
1773899509.624751 cmd_parse_build_commands 0:0: bind
1773899509.624752 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624754 cmd_parse_build_commands 0:2: ;
1773899509.624755 cmd_parse_build_commands 0:3 0:0: send
1773899509.624757 cmd_parse_build_commands 0:3 0:1: -X
1773899509.624759 cmd_parse_build_commands 0:3 0:2: jump-again
1773899509.624761 cmd_parse_build_commands 0:0: send
1773899509.624762 cmd_parse_build_commands 0:1: -X
1773899509.624764 cmd_parse_build_commands 0:2: jump-again
1773899509.624766 args_parse_flags: next -X
1773899509.624768 args_parse_flags: -X
1773899509.624770 args_parse_flags: next jump-again
1773899509.624771 args_parse: flags end at 2 of 3
1773899509.624773 args_parse: 2 = jump-again (type STRING)
1773899509.624775 cmd_parse_build_commands: send-keys -X jump-again
1773899509.624777 args_parse_flags: next -Tcopy-mode-vi
1773899509.624778 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624782 args_parse_flags: next ;
1773899509.624783 args_parse: flags end at 2 of 4
1773899509.624785 args_parse: 2 = ; (type STRING)
1773899509.624787 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1773899509.624791 cmd_parse_build_commands: bind-key -T copy-mode-vi \\; { send-keys -X jump-again }
1773899509.624794 cmdq_get_command: [bind-key/0x55b5d87f4380] group 2276
1773899509.624795 cmdq_append <global>: [bind-key/0x55b5d87f4380]
1773899509.624798 yylex_token: end at WS
1773899509.624799 yylex_token: bind
1773899509.624801 yylex_token: end at WS
1773899509.624803 yylex_token: -Tcopy-mode-vi
1773899509.624804 yylex_token: end at WS
1773899509.624806 yylex_token: ?
1773899509.624807 yylex_token: end at WS
1773899509.624809 yylex_token: command-prompt
1773899509.624810 yylex_token: end at WS
1773899509.624811 yylex_token: -T
1773899509.624813 yylex_token: end at WS
1773899509.624815 yylex_token: search
1773899509.624816 yylex_token: end at WS
1773899509.624818 yylex_token: -p(search up)
1773899509.624819 yylex_token: end at WS
1773899509.624821 yylex_token: send
1773899509.624822 yylex_token: end at WS
1773899509.624823 yylex_token: -X
1773899509.624825 yylex_token: end at WS
1773899509.624827 yylex_token: search-backward
1773899509.624828 yylex_token: end at WS
1773899509.624830 yylex_token: --
1773899509.624831 yylex_token: end at WS
1773899509.624832 yylex_token: %%
1773899509.624834 cmd_parse_build_commands 0:0: bind
1773899509.624836 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624838 cmd_parse_build_commands 0:2: ?
1773899509.624840 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624841 cmd_parse_build_commands 0:3 0:1: -T
1773899509.624843 cmd_parse_build_commands 0:3 0:2: search
1773899509.624844 cmd_parse_build_commands 0:3 0:3: -p(search up)
1773899509.624846 cmd_parse_build_commands 0:3 0:4 0:0: send
1773899509.624847 cmd_parse_build_commands 0:3 0:4 0:1: -X
1773899509.624849 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1773899509.624851 cmd_parse_build_commands 0:3 0:4 0:3: --
1773899509.624852 cmd_parse_build_commands 0:3 0:4 0:4: %%
1773899509.624854 cmd_parse_build_commands 0:0: command-prompt
1773899509.624856 cmd_parse_build_commands 0:1: -T
1773899509.624857 cmd_parse_build_commands 0:2: search
1773899509.624859 cmd_parse_build_commands 0:3: -p(search up)
1773899509.624861 cmd_parse_build_commands 0:4 0:0: send
1773899509.624862 cmd_parse_build_commands 0:4 0:1: -X
1773899509.624864 cmd_parse_build_commands 0:4 0:2: search-backward
1773899509.624865 cmd_parse_build_commands 0:4 0:3: --
1773899509.624867 cmd_parse_build_commands 0:4 0:4: %%
1773899509.624869 cmd_parse_build_commands 0:0: send
1773899509.624870 cmd_parse_build_commands 0:1: -X
1773899509.624872 cmd_parse_build_commands 0:2: search-backward
1773899509.624873 cmd_parse_build_commands 0:3: --
1773899509.624875 cmd_parse_build_commands 0:4: %%
1773899509.624877 args_parse_flags: next -X
1773899509.624879 args_parse_flags: -X
1773899509.624880 args_parse_flags: next search-backward
1773899509.624882 args_parse: flags end at 2 of 5
1773899509.624884 args_parse: 2 = search-backward (type STRING)
1773899509.624885 args_parse: 3 = -- (type STRING)
1773899509.624887 args_parse: 4 = %% (type STRING)
1773899509.624890 cmd_parse_build_commands: send-keys -X search-backward -- "%%"
1773899509.624892 args_parse_flags: next -T
1773899509.624894 args_parse_flag_argument: -T = search
1773899509.624895 args_parse_flags: next -p(search up)
1773899509.624897 args_parse_flag_argument: -p = (search up)
1773899509.624898 args_parse: flags end at 4 of 5
1773899509.624902 args_parse: 4 = send-keys -X search-backward -- "%%" (type COMMANDS)
1773899509.624907 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" }
1773899509.624909 args_parse_flags: next -Tcopy-mode-vi
1773899509.624910 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624912 args_parse_flags: next ?
1773899509.624913 args_parse: flags end at 2 of 4
1773899509.624915 args_parse: 2 = ? (type STRING)
1773899509.624921 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } (type COMMANDS)
1773899509.624928 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } }
1773899509.624930 cmdq_get_command: [bind-key/0x55b5d87f6470] group 2284
1773899509.624932 cmdq_append <global>: [bind-key/0x55b5d87f6470]
1773899509.624936 yylex_token: end at WS
1773899509.624938 yylex_token: bind
1773899509.624939 yylex_token: end at WS
1773899509.624941 yylex_token: -Tcopy-mode-vi
1773899509.624942 yylex_token: end at WS
1773899509.624944 yylex_token: A
1773899509.624945 yylex_token: end at WS
1773899509.624947 yylex_token: send
1773899509.624948 yylex_token: end at WS
1773899509.624950 yylex_token: -X
1773899509.624952 yylex_token: end at WS
1773899509.624953 yylex_token: append-selection-and-cancel
1773899509.624955 cmd_parse_build_commands 0:0: bind
1773899509.624957 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624958 cmd_parse_build_commands 0:2: A
1773899509.624960 cmd_parse_build_commands 0:3 0:0: send
1773899509.624962 cmd_parse_build_commands 0:3 0:1: -X
1773899509.624963 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1773899509.624965 cmd_parse_build_commands 0:0: send
1773899509.624967 cmd_parse_build_commands 0:1: -X
1773899509.624968 cmd_parse_build_commands 0:2: append-selection-and-cancel
1773899509.624971 args_parse_flags: next -X
1773899509.624973 args_parse_flags: -X
1773899509.624974 args_parse_flags: next append-selection-and-cancel
1773899509.624976 args_parse: flags end at 2 of 3
1773899509.624978 args_parse: 2 = append-selection-and-cancel (type STRING)
1773899509.624981 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1773899509.624982 args_parse_flags: next -Tcopy-mode-vi
1773899509.624984 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624985 args_parse_flags: next A
1773899509.624987 args_parse: flags end at 2 of 4
1773899509.624988 args_parse: 2 = A (type STRING)
1773899509.624991 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1773899509.624995 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1773899509.624997 cmdq_get_command: [bind-key/0x55b5d87f59f0] group 2296
1773899509.624999 cmdq_append <global>: [bind-key/0x55b5d87f59f0]
1773899509.625001 yylex_token: end at WS
1773899509.625003 yylex_token: bind
1773899509.625005 yylex_token: end at WS
1773899509.625006 yylex_token: -Tcopy-mode-vi
1773899509.625008 yylex_token: end at WS
1773899509.625009 yylex_token: B
1773899509.625011 yylex_token: end at WS
1773899509.625012 yylex_token: send
1773899509.625013 yylex_token: end at WS
1773899509.625015 yylex_token: -X
1773899509.625016 yylex_token: end at WS
1773899509.625018 yylex_token: previous-space
1773899509.625020 cmd_parse_build_commands 0:0: bind
1773899509.625022 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.625023 cmd_parse_build_commands 0:2: B
1773899509.625025 cmd_parse_build_commands 0:3 0:0: send
1773899509.625026 cmd_parse_build_commands 0:3 0:1: -X
1773899509.625028 cmd_parse_build_commands 0:3 0:2: previous-space
1773899509.625030 cmd_parse_build_commands 0:0: send
1773899509.625032 cmd_parse_build_commands 0:1: -X
1773899509.625033 cmd_parse_build_commands 0:2: previous-space
1773899509.625035 args_parse_flags: next -X
1773899509.625037 args_parse_flags: -X
1773899509.625038 args_parse_flags: next previous-space
1773899509.625040 args_parse: flags end at 2 of 3
1773899509.625042 args_parse: 2 = previous-space (type STRING)
1773899509.625045 cmd_parse_build_commands: send-keys -X previous-space
1773899509.625046 args_parse_flags: next -Tcopy-mode-vi
1773899509.625048 args_parse_flag_argument: -T = copy-mode-vi
1773899509.625049 args_parse_flags: next B
1773899509.625051 args_parse: flags end at 2 of 4
1773899509.625052 args_parse: 2 = B (type STRING)
1773899509.625055 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1773899509.625060 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1773899509.625063 cmdq_get_command: [bind-key/0x55b5d87f6570] group 2304
1773899509.625064 cmdq_append <global>: [bind-key/0x55b5d87f6570]
1773899509.625067 yylex_token: end at WS
